uni,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps transformed,Accept transformed,Enroll transformed,Top10perc transformed,F.Undergrad transformed,P.Undergrad transformed,Outstate transformed,Books transformed,Personal transformed,PhD transformed,Terminal transformed,S.F.Ratio transformed,perc.alumni transformed,Expend transformed,Accept_Rate,Outstate_Tier,Outstate_Tier_Encoded,Private_encoded,Apps transformed scaled,Top10perc transformed scaled,F.Undergrad transformed scaled,P.Undergrad transformed scaled,Outstate transformed scaled,Books transformed scaled,Personal transformed scaled,PhD transformed scaled,S.F.Ratio transformed scaled,perc.alumni transformed scaled,Expend transformed scaled,Private_encoded scaled
Allentown Coll. of St. Francis de Sales,Yes,1179,780,290,38,64,1130,638,9690,4785,600,1000,60.0,84,13.3,21,7940,74,-0.29500231835796586,-0.42782056483872183,-0.48265615981958915,0.7675847409999096,-0.537351957784123,0.41312125842975483,-0.0615088474900899,0.4500102891071356,-0.3840412733049989,-0.878369975757716,0.17352500962299197,-0.14603378484101756,3.091042453358316,-0.15559112164525293,0.6615776081424937,Tier 2,1.0,1,-0.29500231835796625,0.7675847409999096,-0.5373519577841225,0.4131212584297547,-0.061508847490089565,0.45001028910713264,-0.384041273304999,-0.8783699757577159,-0.14603378484101673,0.13666787740698347,-0.15559112164524952,0.6130958528832952
Alma College,Yes,1267,1080,385,44,73,1306,28,12572,4552,400,400,79.0,87,15.3,32,9305,68,-0.2260885969661673,-0.09116884936789414,-0.16423058105160823,1.0285425548159215,-0.3743917144214137,-1.3943807068374015,0.6197019083986245,-1.0374664620502536,-2.1897242687337264,0.32830123229754177,0.4240248994484804,0.3558569853976585,3.4965075614664802,0.2554331495929184,0.8524072612470402,Tier 2,1.0,1,-0.22608859696616768,1.0285425548159215,-0.37439171442141317,-1.3943807068374017,0.6197019083986249,-1.0374664620502565,-2.1897242687337264,0.3283012322975419,0.3558569853976593,0.798574649047804,0.2554331495929218,0.6130958528832952
Alverno College,Yes,494,313,157,23,46,1317,1235,8352,3640,650,2449,36.0,69,11.1,26,8127,55,-1.1573336120660473,-1.4145317966401263,-1.2216234297867037,-0.055200718403029835,-0.3651059414347578,0.8718285488000309,-0.42381918936057966,0.7529019485404129,1.5034339966218047,-1.9513939704873733,-0.8740644345850307,-0.7335168472284899,3.295836866004329,-0.09304472420048661,0.6336032388663968,Tier 1,0.0,1,-1.1573336120660478,-0.05520071840302981,-0.3651059414347572,0.8718285488000308,-0.42381918936057944,0.75290194854041,1.5034339966218047,-1.951393970487373,-0.733516847228489,0.4709871710129802,-0.09304472420048321,0.6130958528832952
American International College,Yes,1420,1093,220,9,22,1018,287,8700,4780,450,1400,78.0,84,14.7,19,7355,69,-0.11769351567508371,-0.07893677312532452,-0.8067268312789924,-1.3351916215524642,-0.6580922327170985,-0.10313165045134533,-0.32611912502829293,-0.6133100628932622,0.3103771361381625,0.2570155500305852,0.17352500962299197,0.20812649050074075,2.995732273553991,-0.3668718861796369,0.7697183098591549,Tier 1,0.0,1,-0.11769351567508407,-1.3351916215524642,-0.6580922327170979,-0.10313165045134545,-0.32611912502829266,-0.6133100628932651,0.31037713613816237,0.2570155500305853,0.20812649050074158,-0.018922461088820543,-0.3668718861796335,0.6130958528832952
Amherst College,Yes,4302,992,418,83,96,1593,5,19760,5300,660,1598,75.0,98,8.4,63,21424,100,0.8900373143816915,-0.17835432244130456,-0.0743819714434518,2.27883534731329,-0.15896167057461622,-2.176109594191858,1.9576133796137438,0.811029782480891,0.5881520396402784,,1.4679867891663476,-1.521093376741002,4.1588830833596715,1.9204855388535755,0.23059042305904232,Tier 3,2.0,1,0.8900373143816914,2.27883534731329,-0.15896167057461563,-2.176109594191858,1.9576133796137447,0.8110297824808881,0.5881520396402783,0.04832421291887901,-1.521093376741001,1.8798781559164335,1.9204855388535789,0.6130958528832952
Anderson University,Yes,1216,908,423,19,40,1819,281,10100,3520,550,1100,48.0,61,12.1,14,7994,59,-0.2653758448182091,-0.2696694922618796,-0.061484500211150775,-0.341437885385184,-0.020196783805222843,-0.11623964897801099,0.04287654967031883,0.1242550659959194,-0.18909060280163872,-1.4784656785069474,-1.3027523462610369,-0.46133648899060975,2.70805020110221,-0.13729814913918256,0.7467105263157895,Tier 2,1.0,1,-0.26537584481820947,-0.341437885385184,-0.020196783805222225,-0.11623964897801112,0.04287654967031918,0.12425506599591646,-0.18909060280163884,-1.4784656785069472,-0.4613364889906089,-0.4885527893899716,-0.13729814913917915,0.6130958528832952
Andrews University,Yes,1130,704,322,14,23,1586,326,9996,3090,900,1320,62.0,66,11.5,18,10908,46,-0.33581176189789735,-0.5354763739712171,-0.36341619151129184,-0.7707527080612918,-0.16363714942486735,-0.023497667072977825,0.016665629348359703,2.0168526547312697,0.18768976300876936,-0.7661006908295812,-1.0448647336429244,-0.6235432314264998,2.9444389791664403,0.6333165403795504,0.6230088495575221,Tier 2,1.0,1,-0.33581176189789774,-0.7707527080612918,-0.16363714942486676,-0.023497667072977953,0.016665629348360054,2.0168526547312666,0.18768976300876924,-0.7661006908295811,-0.6235432314264989,-0.10265686440973162,0.6333165403795539,0.6130958528832952
Angelo State University,No,3540,2001,1016,24,54,4190,1512,5130,3592,500,2000,60.0,62,23.1,5,4010,34,0.7187081159983033,0.5260824300191084,0.8269530826783911,0.010498375683124296,0.7662979642512601,1.018465788563026,-1.4903997411419547,-0.22842386667757714,1.0656206545879046,-0.878369975757716,-1.253793161208231,2.106835476469549,1.791759469228055,-2.390634783081855,0.5652542372881356,Tier 1,0.0,0,0.7187081159983031,0.010498375683124323,0.766297964251261,1.0184657885630257,-1.4903997411419545,-0.22842386667758008,1.0656206545879046,-0.8783699757577159,2.10683547646955,-1.9843634722106338,-2.3906347830818513,-1.6310663255951814
Antioch University,Yes,713,661,252,25,44,712,23,15476,3336,400,1100,69.0,82,11.3,35,42926,48,-0.7868213103364338,-0.6020465684301659,-0.6457003044349994,0.07419384862799094,-1.0931117632576415,-1.4905160868454934,1.208850239569017,-1.0374664620502536,-0.18909060280163872,-0.34575842465952417,0.01436886348154269,-0.6783404959869432,3.58351893845611,2.8352806546683684,0.9270687237026648,Tier 3,2.0,1,-0.7868213103364343,0.07419384862799097,-1.093111763257641,-1.4905160868454936,1.2088502395690177,-1.0374664620502565,-0.18909060280163884,-0.34575842465952406,-0.6783404959869423,0.9406174993141313,2.835280654668372,0.6130958528832952
Appalachian State University,No,7313,4664,1910,20,63,9940,1035,6806,2540,96,2000,83.0,96,18.3,14,5854,70,1.344038979692563,1.3307493919326905,1.3967729276486818,-0.2659654673280355,1.4430114465519315,0.7461845013266429,-0.8935914093688284,-5.698651459714304,1.0656206545879046,0.6220381329478505,1.2631079470739583,1.0630980149914295,2.70805020110221,-1.0516028647266804,0.6377683577191303,Tier 1,0.0,0,1.344038979692563,-0.2659654673280355,1.4430114465519324,0.7461845013266428,-0.8935914093688283,-5.6986514597143065,1.0656206545879046,0.6220381329478506,1.0630980149914304,-0.4885527893899716,-1.051602864726677,-1.6310663255951814
Aquinas College,Yes,619,516,219,20,51,1251,767,11208,4124,350,1615,55.0,65,12.7,25,6584,65,-0.9283860059973014,-0.8664968217596126,-0.8121873417404468,-0.2659654673280355,-0.42229392766715884,0.5380169041583767,0.3117210050957961,-1.5106521571588025,0.6104910321122382,-1.1437600617029007,-1.0990862943084903,-0.3022340305882607,3.258096538021482,-0.6885077614303058,0.8336025848142165,Tier 2,1.0,1,-0.9283860059973019,-0.2659654673280355,-0.42229392766715834,0.5380169041583766,0.3117210050957965,-1.5106521571588054,0.6104910321122381,-1.1437600617029005,-0.30223403058825987,0.4093774833820336,-0.6885077614303023,0.6130958528832952
Arizona State University Main campus,No,12809,10308,3761,24,49,22593,7585,7434,4850,700,2100,88.0,93,18.9,5,4602,48,1.8047436372714876,2.0426744573800386,1.949966504133861,0.010498375683124296,1.9782047781512868,2.298073289918468,-0.6950814082927224,1.0361203920422728,1.1704906841578169,1.0085047782092937,0.9685124280279964,1.1989535360782693,1.791759469228055,-1.8712514740636979,0.8047466625029276,Tier 1,0.0,0,1.8047436372714878,0.010498375683124323,1.978204778151288,2.298073289918468,-0.6950814082927221,1.03612039204227,1.1704906841578169,1.008504778209294,1.1989535360782702,-1.9843634722106338,-1.8712514740636945,-1.6310663255951814
Arkansas College (Lyon College),Yes,708,334,166,46,74,530,182,8644,3922,500,800,79.0,88,12.6,24,14579,54,-0.7938331879173275,-1.3422502196382253,-1.1515830321347165,1.1096298635196915,-1.478763269335996,-0.3797425881403611,-0.3416655361186227,-0.22842386667757714,-0.8351230488947309,0.32830123229754177,0.5107083351693819,-0.32854439348617565,3.2188758248682006,1.244463965248838,0.4717514124293785,Tier 1,0.0,1,-0.793833187917328,1.1096298635196915,-1.4787632693359956,-0.3797425881403612,-0.34166553611862244,-0.22842386667758008,-0.835123048894731,0.3283012322975419,-0.3285443934861748,0.34535112178986943,1.2444639652488414,0.6130958528832952
Arkansas Tech University,No,1734,1729,951,12,52,3602,939,3460,2650,450,1000,57.0,60,19.6,5,4739,48,0.07006732803199035,0.38225067790629863,0.7640109473431529,-0.9749983196713342,0.6341756033642671,0.6778887181014661,-2.230917080020326,-0.6133100628932622,-0.3840412733049989,-1.0402279266691847,-1.3504282584260159,1.3553462158537373,1.791759469228055,-1.7655200139458216,0.9971164936562861,Tier 1,0.0,0,0.07006732803199003,-0.9749983196713342,0.6341756033642679,0.677888718101466,-2.230917080020326,-0.6133100628932651,-0.384041273304999,-1.0402279266691845,1.3553462158537382,-1.9843634722106338,-1.7655200139458183,-1.6310663255951814
Assumption College,Yes,2135,1700,491,23,59,1708,689,12000,5920,500,500,93.0,93,13.8,30,7100,88,0.2626764863340956,0.36550329730225656,0.09822519423684234,-0.055200718403029835,-0.08555394406521388,0.4650032000420689,0.4933602282809139,-0.22842386667757714,-1.7612021643396452,1.4163494807041292,0.9685124280279964,-0.017953115490645998,3.4339872044851463,-0.46727192976892334,0.7962529274004684,Tier 2,1.0,1,0.26267648633409535,-0.05520071840302981,-0.08555394406521327,0.4650032000420688,0.49336022828091436,-0.22842386667758008,-1.7612021643396452,1.4163494807041295,-0.017953115490645166,0.6965124818629844,-0.46727192976891996,0.6130958528832952
Auburn University-Main Campus,No,7548,6791,3070,25,57,16262,1716,6300,3933,600,1908,85.0,91,16.7,18,6642,69,1.3705466527209225,1.6729830669961077,1.7902250990181405,0.07419384862799094,1.7753050777023098,1.1116781786087233,-1.0624799303434196,0.4500102891071356,0.9647600671709065,0.7740552911722044,0.7804683371675396,0.692050414371125,2.9444389791664403,-0.6623243090150365,0.8997085320614733,Tier 1,0.0,0,1.3705466527209225,0.07419384862799097,1.775305077702311,1.111678178608723,-1.0624799303434194,0.45001028910713264,0.9647600671709063,0.7740552911722045,0.6920504143711259,-0.10265686440973162,-0.662324309015033,-1.6310663255951814
Augsburg College,Yes,662,513,257,12,30,2074,726,11902,4372,540,950,65.0,65,12.8,31,7836,58,-0.8609521922059822,-0.8727789388809025,-0.6226808183928104,-0.9749983196713342,0.11313387715837982,0.500518801219789,0.4713198874734969,0.05602185744491641,-0.48839044954759636,-0.5911658485053487,-1.0990862943084903,-0.27600423628062754,3.4657359027997265,-0.19136818202612121,0.7749244712990937,Tier 2,1.0,1,-0.8609521922059827,-0.9749983196713342,0.11313387715838047,0.5005188012197889,0.47131988747349735,0.05602185744491347,-0.4883904495475965,-0.5911658485053486,-0.2760042362806267,0.7483410559744619,-0.1913681820261178,0.6130958528832952
Augustana College IL,Yes,1879,1658,497,36,69,1950,38,13353,4173,540,821,78.0,83,12.7,40,9220,71,0.14477119433781774,0.3406984573462768,0.11107739571446251,0.6737982758594404,0.0509540603992901,-1.2413840722867133,0.7862526767014509,0.05602185744491641,-0.7831250643029282,0.2570155500305852,0.0931702615374012,-0.3022340305882607,3.713572066704308,0.23260646275412497,0.8823842469398616,Tier 2,1.0,1,0.14477119433781743,0.6737982758594404,0.05095406039929074,-1.2413840722867135,0.7862526767014515,0.05602185744491347,-0.7831250643029283,0.2570155500305853,-0.30223403058825987,1.1529244143584472,0.23260646275412838,0.6130958528832952
Augustana College,Yes,761,725,306,21,58,1337,300,10990,3244,600,1021,66.0,70,10.4,30,6871,69,-0.7220774057408254,-0.5045300056765768,-0.4212372844728138,-0.1932470423613438,-0.34846231501140207,-0.07555778171289278,0.2602521753256386,0.4500102891071356,-0.3416491368855853,-0.5311155561583208,-0.8143772774197001,-0.9297607595238653,3.4339872044851463,-0.5622925117575067,0.9526938239159002,Tier 2,1.0,1,-0.7220774057408258,-0.19324704236134377,-0.3484623150114015,-0.0755577817128929,0.260252175325639,0.45001028910713264,-0.3416491368855854,-0.5311155561583207,-0.9297607595238644,0.6965124818629844,-0.5622925117575033,0.6130958528832952
Austin College,Yes,948,798,295,42,74,1120,15,11280,4342,400,1150,81.0,95,13.0,33,11361,71,-0.5060106167557284,-0.40396713763201336,-0.4630510789089642,0.9446685054628222,-0.5475276704678739,-1.6930830740303442,0.32857537156733846,-1.0374664620502536,-0.09769608754293363,0.47345197633411173,1.1632240797157132,-0.22378287640524477,3.5263605246161616,0.7249381026897084,0.8417721518987342,Tier 2,1.0,1,-0.5060106167557289,0.9446685054628222,-0.5475276704678733,-1.6930830740303444,0.32857537156733885,-1.0374664620502565,-0.09769608754293373,0.47345197633411185,-0.22378287640524394,0.8473085057155563,0.7249381026897118,0.6130958528832952
Averett College,Yes,627,556,172,16,40,777,538,9925,4135,750,1350,59.0,67,22.4,11,6523,48,-0.9154666126394634,-0.7862848115486885,-1.1072801866453652,-0.5871679226871698,-0.983660037517417,0.2995046399115589,-0.0013313718279216941,1.3022200551005034,0.23448449294285673,-0.9331961957727689,-0.9892956425607811,1.960296031611263,2.4849066497880004,-0.7164319386989534,0.886762360446571,Tier 2,1.0,1,-0.9154666126394639,-0.5871679226871698,-0.9836600375174166,0.2995046399115588,-0.0013313718279213463,1.3022200551005005,0.23448449294285661,-0.9331961957727688,1.9602960316112639,-0.8528263722686615,-0.7164319386989499,0.6130958528832952
Baker University,Yes,602,483,206,21,47,958,466,8620,4100,400,2250,58.0,68,11.0,21,6136,65,-0.9564453082010755,-0.9378518016568441,-0.885906762933629,-0.1932470423613438,-0.7296378892600673,0.2052284642907345,-0.34834852871923866,-1.0374664620502536,1.3194325213375049,-0.9871491082986636,-0.9323663945762501,-0.7612501409097636,3.091042453358316,-0.9034588265119081,0.8023255813953488,Tier 1,0.0,1,-0.9564453082010761,-0.19324704236134377,-0.7296378892600668,0.20522846429073435,-0.3483485287192384,-1.0374664620502565,1.3194325213375049,-0.9871491082986635,-0.7612501409097627,0.13666787740698347,-0.9034588265119047,0.6130958528832952
Baldwin-Wallace College,Yes,1690,1366,662,30,61,2718,1460,10995,4410,1000,1000,68.0,74,17.6,20,8086,85,0.04606525246507899,0.14712805824667724,0.407564091335646,0.36697415013628076,0.37621617511603594,0.9928959744100592,0.261440129049888,2.437506397049381,-0.3840412733049989,-0.4084111622322628,-0.5615293446508958,0.9023869004718886,3.044522437723423,-0.1065670627420477,0.808284023668639,Tier 2,1.0,1,0.046065252465078664,0.36697415013628076,0.37621617511603667,0.9928959744100591,0.2614401290498884,2.4375063970493778,-0.384041273304999,-0.4084111622322627,0.9023869004718895,0.06072567486027672,-0.1065670627420443,0.6130958528832952
Barat College,Yes,261,192,111,15,36,453,266,9690,4300,500,500,57.0,77,9.7,35,9337,71,-1.8258989767466476,-1.9692074473337564,-1.6710048348142674,-0.6766850005818633,-1.6941845225401546,-0.15014749513298176,-0.0615088474900899,-0.22842386667757714,-1.7612021643396452,-1.0402279266691847,-0.3567469657519844,-1.1312222234617382,3.58351893845611,0.2639436234281414,0.735632183908046,Tier 2,1.0,1,-1.8258989767466483,-0.6766850005818633,-1.6941845225401544,-0.1501474951329819,-0.061508847490089565,-0.22842386667758008,-1.7612021643396452,-1.0402279266691845,-1.1312222234617373,0.9406174993141313,0.2639436234281448,0.6130958528832952
Bard College,Yes,1910,838,285,50,85,1004,15,19264,6206,750,750,98.0,98,10.4,30,13894,79,0.15993850323378142,-0.35295933459533996,-0.502655121771313,1.2642526226817787,-0.6743184004879884,-1.6930830740303442,1.8767590876495224,1.3022200551005034,-0.9642037997398574,1.8455100745846915,1.4679867891663476,-0.9297607595238653,3.4339872044851463,1.1495996915608826,0.4387434554973822,Tier 3,2.0,1,0.15993850323378112,1.2642526226817787,-0.6743184004879879,-1.6930830740303444,1.8767590876495233,1.3022200551005005,-0.9642037997398575,1.8455100745846917,-0.9297607595238644,0.6965124818629844,1.149599691560886,0.6130958528832952
Barnard College,Yes,2496,1402,531,53,95,2121,69,17926,8124,600,850,83.0,93,10.3,33,12580,91,0.4053854078066444,0.17327353451253144,0.18067773038995807,1.3742899658208598,0.1355288216882754,-0.928875264119128,1.6515983037360655,0.4500102891071356,-0.7133073594983343,0.6220381329478505,0.9685124280279964,-0.958210073115202,3.5263605246161616,0.9457655214379578,0.561698717948718,Tier 3,2.0,1,0.40538540780664417,1.3742899658208598,0.13552882168827604,-0.9288752641191281,1.6515983037360664,0.45001028910713264,-0.7133073594983345,0.6220381329478506,-0.9582100731152011,0.8473085057155563,0.9457655214379612,0.6130958528832952
Barry University,Yes,990,784,279,18,45,1811,3144,11290,5360,600,1800,76.0,78,12.6,11,9084,72,-0.4637929367470966,-0.42246925161973553,-0.5271950280563338,-0.4199221856006503,-0.024742902315955148,1.5741138664865515,0.3309106640778858,0.4500102891071356,0.840445648422016,0.11702645125926653,-0.28553671812966114,-0.32854439348617565,2.4849066497880004,0.19540093546298667,0.7919191919191919,Tier 2,1.0,1,-0.46379293674709704,-0.4199221856006503,-0.024742902315954534,1.5741138664865513,0.33091066407788616,0.45001028910713264,0.8404456484220159,0.11702645125926664,-0.3285443934861748,-0.8528263722686615,0.1954009354629901,0.6130958528832952
Baylor University,Yes,6075,5349,2367,34,66,9919,484,6450,3920,600,1346,71.0,76,18.5,38,7503,72,1.1873490034898204,1.4566174211044656,1.5781800183827588,0.5760565206522872,1.4415054909657228,0.22996762533653825,-1.0115131827659336,0.4500102891071356,0.22830116100081005,-0.21785519984906473,-0.4264744945937568,1.108573331920013,3.6635616461296463,-0.31102671270172105,0.8804938271604938,Tier 1,0.0,1,1.1873490034898204,0.5760565206522872,1.4415054909657237,0.2299676253365381,-1.0115131827659334,0.45001028910713264,0.22830116100080994,-0.21785519984906462,1.108573331920014,1.071284255022854,-0.31102671270171767,0.6130958528832952
Beaver College,Yes,1163,850,348,23,56,878,519,12850,5400,400,800,78.0,89,12.2,30,8954,73,-0.3081243858950635,-0.3381639222603625,-0.27618745276580303,-0.055200718403029835,-0.834010198191251,0.2757859743782396,0.679745288801683,-1.0374664620502536,-0.8351230488947309,0.2570155500305852,0.5990025096854961,-0.4346095870330258,3.4339872044851463,0.1590252137720132,0.7308684436801376,Tier 2,1.0,1,-0.3081243858950639,-0.05520071840302981,-0.8340101981912506,0.2757859743782395,0.6797452888016834,-1.0374664620502565,-0.835123048894731,0.2570155500305853,-0.434609587033025,0.6965124818629844,0.15902521377201662,0.6130958528832952
