Review Title,Reviewer Name,Reviewer Location,Review Time,Verified,Review,Aircraft Model,Type Of Traveller,Seat Type,Route,Date flown,Overall Rating,Seat rating,Cabin rating,Food rating,Inflight Entertainment rating,Ground rating,Value of money,Recommended
another fantastic experience,N Kasouri,United Kingdom,2023-09-13,Trip Verified,Yet another fantastic experience with Qatar Airways. Check in service at Heathrow was an absolute pleasure. Services onboard QR 010 on 7th September provided by cabin crew was second to none. They were a fantastic cabin crew and was absolute pleasure flying with them. Thank you very much.,A350-900,Solo Leisure,Economy Class,London Heathrow to Doha,September 2023,10/10,4.0,5.0,4.0,4.0,5.0,4,yes
Seat comfort on 787 absolute zero,E Paulsen,Thailand,2023-09-12,Trip Verified,"Staff good. Food ok. Seat comfort on 787 absolute zero. I'm 6ft 4"" . No room for me at all and the person in front trying to push the seat back to recline. You can pay for a reserved seat at nearly £100 per flight. Adverts when you try to watch movies.",Boeing 787,Couple Leisure,Economy Class,Bangkok to Gatwick via Doha,September 2023,1/10,1.0,4.0,3.0,3.0,3.0,2,no
waiting for some invoices for more than a year,C Kadyka,Poland,2023-09-12,Trip Verified,"I have ""Gold"" status in the loyalty program. After each trip, I send a request via their website to issue an invoice. Customer service ignores my requests. I have been waiting for some invoices for more than a year. The call center is helpless and they say they only send ""escalations"" to the head office. The trip itself is, of course, great, but the customer service is at a dramatic level and makes me feel frustrated and helpless.",A380 / A330 / B777,Business,Business Class,Warsaw to Phuket via Doha,May 2023,7/10,4.0,4.0,5.0,4.0,5.0,3,yes
Food was terrible,Richard Laycock,United Kingdom,2023-09-10,Trip Verified,"The first leg of this flight was on the A380 and the second was on a Boeing 787. The A380 was full booked and it’s a remarkable aircraft. Food was terrible on both flights. On the second flight I was starving and was disappointed when all I was given as my first meal was a sandwich. Then the breakfast was inedible. The crew on the flight didn’t seem to get on with each other. Rather unprofessional. Wi-Fi didn’t work. In flight entertainment is superb, credit where credit is due. Wasn’t impressed with Qatar on my last couple of flights.",A380,Solo Leisure,Economy Class,Bangkok to Edinburgh via Doha,August 2023,4/10,3.0,1.0,1.0,5.0,5.0,2,no
food on these flights was really tasty,Richard Laycock,United Kingdom,2023-09-10,Trip Verified,"I found these two flights quite difficult from a personal standard. The first leg was at 8am, and I was wide awake for and couldn’t rest. The second flight I tried to get some rest but I couldn’t. The food on these flights was really tasty. Especially the Edinburgh to Doha leg. The in flight entertainment was vast and very good. I had checked in online and went straight to security with my E boarding pass, but it didn’t work at security. They let me through then the airline printed me a hard copy at the gate.",Boeing 787-8,Solo Leisure,Economy Class,Edinburgh to Bangkok via Doha,August 2023,8/10,3.0,4.0,4.0,5.0,3.0,4,yes
Indigo was absolutely horrible,T Morton,United Kingdom,2023-09-09,Trip Verified,"London to Doha was average. Food quality has gone down and entertainment was pretty average with no new movies. Doha to Kochi was with a 'no-frill' airline Indigo from Doha to Kochi. This was absolutely horrible, seats were thin and very uncomfortable, no entertainment, my food was absolutely horrible and staff could not care less. Qatar trying to make a profit by providing customers with a no-frill service is unbelievable and not acceptable. After landing in Doha, we had to take a 25 minute bus ride from the plane to the airport.",,Family Leisure,Economy Class,London to Kochi via Doha,August 2023,1/10,2.0,3.0,2.0,2.0,1.0,1,no
I highly recommend Qatar Airways,Michelle Rollason,Australia,2023-09-09,Trip Verified,"Qatar Airways is one of the most professional airlines. I was very ill on flight, the steward called doctor who allowed medication to be given to help me, then exceptional service once arrived in Doha. I was taken to lounge to shower and escorted to a resting area as I was travelling alone. I highly recommend Qatar Airways. I felt that I was in very safe hands.",A380,Business,Business Class,Sydney to Rome via Doha,July 2023,10/10,5.0,5.0,5.0,5.0,5.0,5,yes
everything was just amazing,Ayesha Amjad,Pakistan,2023-09-07,Trip Verified,"Qatar Airways is undoubtedly the best airline. From booking my tickets on line to online checkin, airport services, in flight comfort, cabin crew, transfer at Doha, everything was just amazing. Although tickets were comparatively expensive however services were value to money.",,Family Leisure,Economy Class,Islamabad to London via Doha,September 2023,10/10,5.0,5.0,4.0,5.0,5.0,5,yes
service throughout was exceptional,Rajapaksa Minimuthu Rajapaksa,Sri Lanka,2023-09-06,Trip Verified,I travelled from Geneva to Qatar and Qatar to Colombo using Qatar airways. I was pleasantly surprised to see the concern of the staff regarding the passengers issues. We made a mistake when we checked in to the Geneva airport. We did a hassle free online check in including user friendly seat reservations which helped us to identify seats to our liking and received the boarding pass immediately. However we were confused at the airport as it was our first journey through Geneva airport and did not attend to luggage. At the boarding gate only we realized that we were carrying huge bags with us. When we explained our situation to the Qatar air ways staff they calmly accepted the challenge and attended to our needs immediately without causing us any pain. We are grateful to all the ground staff and crew members at the gate 56 at 16.10 on the 2nd September for their concern. Even while serving us cabin crew members were polite to check on us to make sure that everything regarding our bags is OK. This shows their genuine interest in the well being of the passengers which they may have gained through exemplary training or/and air line may be selecting the ideal people having humanely qualities. The service we received throughout was exceptional. Thank you Qatar airways.,,Business,Economy Class,Geneva to Colombo via Doha,September 2023,9/10,4.0,5.0,5.0,5.0,5.0,5,yes
I was given a middle seat,Adrien Rousseau,New Zealand,2023-09-05,Trip Verified,"Although I booked an aisle seat, I was given a middle seat at check-in without anyone mentioning the change, so I had the surprise when I boarded the plane. The flight attendants were very nice and apologetic and tried to find a solution but since the flight was full there wasn't much they could do. I am aware that sometimes there is a last minute change of aircraft and all the seats are changed, but I believe this was not one of these situations because my neighbours on either had the seat they had booked even before I booked mine. I strongly suspect that this happened when I upgraded my return flight to business class, a glitch in the system cleared my seat selection for the outbound journey. I wrote to Qatar Airways about it, and they replied that they are free to change seats at any time, including after boarding. There wasn't enough food, 2 meals and one sandwich, and my vegetarian ovo-lacto meal was a vegan meal. There also seemed to be some confusion among the staff, a couple of times they served me a regular meal and then took it away to give me the special meal. The flights were on time, IFE was good and the flight attendants were very nice.",A350,Solo Leisure,Economy Class,Auckland to London via Doha,September 2023,5/10,2.0,4.0,2.0,5.0,4.0,2,no
Will not use them again,M Garten,United Kingdom,2023-09-04,Trip Verified,"The plane from Bangkok to Doha was decent enough but the Boeing 777-300ER from Doha to LHR was shocking. Mould on the ceiling and interior, badly cleaned surfaces.  Will not use them again in the future unless they improve. The airport was decent enough. I'm giving them a score this high because of the onboard staff who did the best they could.",,Solo Leisure,Economy Class,Bangkok to London via Doha,September 2023,5/10,2.0,5.0,3.0,2.0,3.0,2,no
the personal service was fantastic,Alwaleed Althani,Qatar,2023-09-03,Trip Verified,London to Doha was delayed two hours but Qatar Airways failed to inform the passengers about this and not to wake up at 4AM and get to the airport. The onboard the personal service was fantastic especially Maria and Stephanie they really took care of the passengers. The IFE was not working on my seat 1A and WI-FI was patchy but it was nice to experience the Qatar Airways A380 again.,A380,Solo Leisure,First Class,London to Doha,September 2023,9/10,5.0,5.0,5.0,1.0,1.0,4,yes
I asked for a low salt menu,M Masi,Iran,2023-08-29,Trip Verified,"I asked for a low salt menu, instead of actual food and desserts I got mostly small portions of vegetables (cucumber, tomato) and fruits. I don't think chocolate cakes or tiramisu have salt in them and excluding them from my menu was a turn off. Also the portions of my food were very little.",,Solo Leisure,Economy Class,Montreal to Tehran via Doha,August 2023,8/10,4.0,2.0,1.0,4.0,3.0,4,yes
seat was quite uncomfortable,SR Shetty,India,2023-08-29,Not Verified,"The business class experience on the QSuite is truly exceptional as I found out on another flight but as far as Economy Class goes, Qatar is far from the best. The seat was quite uncomfortable in terms of seat width and legroom. The cabin crew service was spotty, the headphones handed out when boarding was not working and it took 3 hours for the crew to find me a replacement headset.",Boeing 777-300ER,Solo Leisure,Economy Class,Chicago to Doha,August 2023,4/10,3.0,3.0,4.0,3.0,2.0,2,no
a wonderful experience,S R Shetty,India,2023-08-29,Not Verified,"This was my first time experiencing the QSuite and it was really a wonderful experience. The seat is amazingly comfortable, though I did not sleep since it was a short 3.5 hour hop. The cabin crew was extremely attentive and took every effort to make your flight wonderful. Excellent food, great wine list, warm and attentive service made and the nice IFE screen to enjoy movies made it one of the best flights till date. The selection of entertainment is not well-curated.",Boeing 777-300ER,Solo Leisure,Business Class,Doha to Mumbai,August 2023,8/10,5.0,5.0,5.0,4.0,4.0,5,yes
very good business class product,R Maxwell,United States,2023-08-26,Not Verified,Got a decent priced upgrade and flew business. DFW to Doha was q suite. Good service good food and a comfortable sleep. Doha to Joburg 787 lie flat. Not as comfy but slept fine good service. It was a very good business class product but in no way best ever. I got lucky and my upgrade was less than original ticket.,Boeing 777 / 787,Business,Business Class,Dallas to Johannesburg via Doha,August 2023,7/10,4.0,3.0,5.0,4.0,2.0,3,no
upgrade was only for the segment,T Marelli,France,2023-08-26,Trip Verified,I and my wife had Business Class tickets. I was offered an upgrade in the app on checkin for my 3 daughters. After paying for it I realised that the upgrade was only for the segment from Doha to Zurich.  I therefore requested either an upgrade for the whole trip or a refund of the amount paid and return to economy. Customer service (center not managed by Qatar) answered that I was wrong and I should have read the terms and conditions. Refused any of the two options.  In Doha we try and access the Business Class lounge. No access for my children as the tickets were upgraded and not full Business class. Qatar Airways website places the cost of access to the lounge at 450dr 59% off for children. No mention of the fact that an age restriction applies to minors between 12 and 17 which are not considered children. All these rules applied in a very strict manner with no flexibility.,,Family Leisure,Business Class,Singapore to Zurich via Doha,August 2023,1/10,4.0,3.0,2.0,4.0,1.0,1,no
Al Safwa lounge food has improved,Michael Schade,Germany,2023-08-24,Trip Verified,"Check in at Zurich airport friendly and swift. Prime Class lounge was rather underwhelming with poor breakfast choices, but nice outdoor seating. Flight to Doha was downgraded from Qsuite to normal seating quiet some time ago. Flight to Doha was very good with great catering and good service. Arrival in Doha at a remote stand. The Al Safwa lounge food has improved. Flight from Doha to BKK by the all Thai cabin crew was great, catering not as good as the previous flight.  After all, reasonably ok flights, but nothing special considering what I paid for.",A350-900 / Boeing 777-300,Solo Leisure,Business Class,Zurich to Bangkok via Doha,August 2023,4/10,3.0,5.0,4.0,4.0,2.0,1,yes
experienced such bad service,S Morten,Germany,2023-08-22,Trip Verified,"I had an upgrade offer for two persons for Business Class for booth flight sections in my app. After paying I got the message that it was not possible. I thought it was a bug, so I updated my APP content and got the upgrade offer again. I paid again and received the information a second time that it was not possible, after booking on my credit card. These amounts were blocked not just once, but twice each. 8,272 EUR from Qatar Airways were blocked on my card for a whole day. At the business check-in counter, no one could understand what had happened. Only reaction was please write a mail to Qatar Airways.  I have never experienced such bad service. In the flight from Doha the climate was not working. After more than an hour of waiting in unbearable temperatures on the plane, a glass of water was served without a word of apology why it was so hot on the plane. After about 3 hours the temperatures become somewhat bearable. Writing an E-Mail on August 4th to Qatar was more then useless. Qatar Airway told me it was a ""due a system error"". Nothing about the very bad untrained Service on the ground and in the Air. As a Frequent Flyer you get a welcome on board but no Service to solve Problems.",,Couple Leisure,Economy Class,Bangkok to Berlin via Doha,July 2023,4/10,4.0,1.0,4.0,5.0,1.0,4,no
highlights the exemplary service,Vinod Kamalam Surendran,United States,2023-08-21,Trip Verified,"This review highlights the exemplary service of the Doha-JFK flight QR 701 aircrew on 19th August 2023. Qatar Airways is known for its excellent service in general, but some flight crew do a much better job than others. I wish to mention flight attendant Ms. Amanat specifically for her outstanding service to me and my fellow passengers during our flight. She was always patient, kind, and willing to cater to passenger requests during the flight. She never lost her smile and showed a genuine effort to make our travel comfortable.",,Solo Leisure,Economy Class,Doha to New York JFK ,August 2023,8/10,4.0,5.0,4.0,5.0,4.0,5,yes
Excellent service provided,Matteo Bertoni,Italy,2023-08-20,Trip Verified,"Milan to Windhoek via Doha return with A350-900 from/to Milan and B788 to/from Windohek. Excellent service provided as usual. Crew always very good to top notch depending on the route. Airplanes always new an well maintained. The seat was amazingly comfortable, much better than QSuite that feels a little claustrophobic. PJ's handed out even into a day flight, the F/A also gave to me an extra one for the following leg. The food was very fresh and tasty. The transit in Doha was also smooth, even though if your flight is parked not at the finger you may have a little time to spend on the bus to the terminal. Priority lanes for security work very well and the staff always with a smile. The business class lounge Al Mourjan was full of staff and very helpful. The buffet restaurant is a nice touch with plenty of choice. QR will be my first choice from Italy to UAE, much better than EK. QR staff really knows how to engage with their customers in a warm and authentic manner to make you feel welcome and valuable.",A350-900 / Boeing 787-8,Solo Leisure,Business Class,Milan to Windhoek via Doha,August 2023,10/10,5.0,5.0,5.0,4.0,4.0,5,yes
Both my meals were inedible,Christopher Geerdts,South Africa,2023-08-19,Trip Verified,"Most disappointing flight I've had for several years. Baggage damaged and Qatar refuted saying I left it too late and already went through customs. In fact I had gone straight from the carousel to the baggage claim. Both my meals were inedible. Power supply for laptop was old and plug kept falling out. We booked a month early and checked in early but got horrible centre seats. The problem was the online check in wouldn't let me change them. I had to phone and was told I had to pay $100 to change the seat. At checkin I tried again but first leg was Finnair and they couldn't change the seat. Then we tried when we got to Doha, before security and there was a long queue of other people also trying the same - we were 30 minutes in the queue and they said they couldn't change but someone else said to try at customer service. There was another long queue and this time they said there were no spare seats available any more. Was promised an hour of Wi-Fi as a prestige member but every time I tried it said satellite not available.",,Couple Leisure,Economy Class,Doha to Cape Town,August 2023,1/10,1.0,3.0,2.0,,1.0,1,no
Qsuite was exceptional,Ilham Fadila,Indonesia,2023-08-17,Trip Verified,"Overall, the flight was pleasant. Flying with Qsuite from Jakarta to Doha was exceptional. The cabin crew was friendly, helping a lot, always checking with us if we need help. The Food taste is just amazing for my 2 meals. The Entertainment also updated and had a lot choice for a long trip. Just like mini apartment when flying in Qsuite. Unfortunately, from Doha to PHL, they changed that into regular Business Class in 2-2-2 Configurations. The services are still great for 13 hours flight.",Boeing 777-300ER,Solo Leisure,Business Class,Jakarta to Philadelphia via Doha,August 2023,8/10,5.0,5.0,5.0,5.0,4.0,5,yes
Excellent service as always,B Gordon,Australia,2023-08-16,Trip Verified,Excellent service as always by Qatar - cabin crew were very solicitous at all times. The meals were ample and served by the friendliest and hardest working staff I've seen. I get spoiled by QA - I don't want to fly with anyone else!,A380 / A350,Business,Economy Class,Perth to Riyadh via Doha,August 2023,10/10,5.0,5.0,4.0,,5.0,5,yes
tedious bus-gating in Doha,Anders Pedersen,Vietnam,2023-08-15,Trip Verified,"Hanoi - Doha - Johannesburg 13-14 August 2023 on Boeing 787-9 / A350-9, respectively. On time. Flew on QR award tickets; selected my favourite seats free due to Frequent Flyer status. Quick check ins. Lounge in Hanoi spacious and good. Onboard, menu had 3 choices of hot meal, all announced 10 days prior to departure on QRs homepage. Transfer in Doha smooth with lounge access (Gold Lounge Gate C14). The flights were faultless and excellent for economy class. FAs were energetic, well rested, groomed, and in a sparkling mood. Drinks were generously served throughout the flights, up to 3 drinks per person per round. Food was good with 3 hot options on each sector, though small portions. Further were sandwiches and snacks served and/or obtainable on request. Both flights were de facto full; this challenges were handled well by the crew who knew how to focus without panicking. IFE worked well with on touch screens, huge supply of movies. Amenity kit and kids toys were given to all who wanted. Decent wines for economy: sparkling was a decent French crémant: Veuve Ambal Chardonnay/Aligoté (30 usd/bottle). White wine was acceptable: Frontera Chardonnay 2022, Chile. Red wine was very good: Maison Robert Olivier Syrah, France. Sodas and beer brands were substandard as usual: the cheapest industrial stuff, sells for max. 1-2 USD/can. Was recognised and further pampered as elite frequent flyer of QR. Only down fall are the very conservative and conform food offerings and the tedious bus-gating in Doha, depriving passengers any premium feeling. Luggage failed to be loaded in Hanoi depriving me comfort on the subsequent numerous flights. Could only file PIR-report at final destination of my entire travel, in Copenhagen. Luggage still not recovered, but I trust it will come soon. Will fly QR again, however.",Boeing 787-9 / A350-9,Solo Leisure,Economy Class,Hanoi to Johannesburg via Dohs,August 2023,8/10,4.0,5.0,4.0,5.0,4.0,4,yes
The internet was the worst,N Harten,Netherlands,2023-08-12,Trip Verified,"Maputo to Denpasar via Doha was very disappointing.  Qatar Airways was very average, and on occasions below average, on these flights. Chairs were not great, especially the entertainment console under the chair in front of you.  The internet was the worst I've experienced, and the most expensive. Food was okay, nothing exceptional. Unfortunately no Qatar any more for me and it's confirmed that the 787 is not my plane. The A350 is so much quieter and more comfortable",A350 / Boeing 787,Business,Economy Class,Maputo to Denpasar via Doha,July 2023,3/10,2.0,3.0,3.0,3.0,3.0,2,no
delay of 90 minutes,E Dasirin,Belgium,2023-08-07,Trip Verified,A delay of 90 minutes.  I still managed to arrive in time for my connection but we had barely time to rest in Doha. 90 minutes transit time to get across the terminal to the next gate instead of 3 hours transit.,,Family Leisure,Economy Class,Frankfurt to Perth via Doha,July 2023,7/10,4.0,4.0,4.0,4.0,4.0,3,yes
Boeing 787 is a small aircraft,A Nicholls,Australia,2023-08-07,Trip Verified,My family and I flew this airline and this Boeing 787 from Rome - Denpasar was complete hell. This is a small aircraft for that distance travelled (10.5 hours) seating is 3x3x3 and aisles are small. There is no chance of movement once boarded as there is a lot of time taken up by trollies in the aisle.,Boeing 787,Family Leisure,Economy Class,Rome to Denpasar via Doha,July 2023,2/10,1.0,5.0,2.0,2.0,3.0,1,no
were denied lounge access,J Hadissim,Kenya,2023-08-02,Trip Verified,We flew from Jakarta to Doha on business class but were denied lounge access because it was an upgrade. Whats the point of attracting customers if they have to sit in the airport or a restaurant.,,Business,Business Class,Jarkata to Doha,August 2023,8/10,5.0,4.0,4.0,4.0,3.0,2,yes
Absolutely memorable trip,Natalja Litvinova,Romania,2023-08-01,Trip Verified,"Absolutely memorable trip, outstanding. Our first flight to Doha had new business class seats - very good ones. Long haul was in Q-suite, an amazing experience. They call it 1st class in business and I confirm it. Service was immaculate. Flight was in time and we arrived earlier than planned to Singapore. Choice of meal and drinks are very good. Staff treated us like kings. There were new releases of movies and cartoons and particularly Sing 2. We had Al Maha VIP platinum service in Doha and I strongly recommend to have it to everyone since Doha is huge airport. The lounges were fantastic. Both in Singapore and in Doha. Our luggage was in good order.",A350,Family Leisure,Business Class,Bucharest to Singapore via Doha,July 2023,10/10,5.0,5.0,5.0,5.0,5.0,5,yes
Food was amazing,Hossameldin Marzouk,Poland,2023-07-30,Trip Verified,The crew were very helpful and extremely supportive. The entertainment screens have a lot of options. Comfortable chairs even for long trips in economy class. Food was amazing.,,Business,First Class,Doha to Warsaw,November 2022,10/10,5.0,5.0,5.0,5.0,5.0,5,yes
Service on board was good,Ine Joosten,Belgium,2023-07-29,Trip Verified,"There was an issue with our seats as we were given regular seats instead of the extra legroom seats we booked. I raised the issue with the staff and we were relocated to the correct seats. Service on board was good, special thanks to Ruan who was the most friendly staff member.",,Family Leisure,Economy Class,Phuket to Brussels via Doha,July 2023,9/10,4.0,4.0,3.0,5.0,4.0,5,yes
the original series which is  a few years old,Jeroen Mutsaars,United Kingdom,2023-07-27,Trip Verified,"On this trip, my outbound flight from Manchester was delayed by a passenger becoming ill. Whilst I sympathise with a passenger, falling ill, of course, a speedier decision would've saved me from missing connections, which we inevitably did. We sat on the plane for an hour and 45 minutes, whilst it seemed the captain dithered over whether or not to offload the passenger. He did not offload them. Upon arrival in Doha, 15 minutes after my connection had already departed, I was handed a new ticket for a flight which left at 02:25, 7.5 hours later with no apology for the inconvenience caused. There was a flight leaving for Jakarta at 8 pm via Singapore, but I was not offered that option. There was another flight leaving at 08:25 the next morning which would have suited me best, but I was not offered that choice either. I asked if I could go into a hotel for the night to rest properly before taking the 08:25 flight in the morning. They advised me that because my delay was 'less than eight hours' (it was 7.5 hours.) I was not entitled to a hotel. The business lounge in Qatar is not designed for lengthy waits so I asked if I might enter the first-class lounge at least for the duration of my wait given that the delay was the fault of the airline. I was refused because I am 'not a member' When eventually we finally left Doha on that 02:25 flight, I was exhausted and my seat was next to the galley where I heard the crew banging, talking and generally being noisy. I have never experienced such a disengaged crew as this one. The media on the video system did not correspond with the series being advertised i.e., the new series of White Lotus that I was looking forward to watching, whilst being labelled as the latest one set in Sicily, in fact, was the original series which is  a few years old.",Boeing 777,Solo Leisure,Business Class,Manchester to Jakarta via Doha,July 2023,2/10,1.0,1.0,1.0,1.0,1.0,1,no
downgraded to the old seating,Michael Schade,Germany,2023-07-26,Trip Verified,"-I was informed three month ago that all 3 sectors of my itinerary were downgraded to the old seating. I was able to change my flights back to Qsuites by changing flights, but had to accept a 12h layover at Doha airport. Since I can sleep on overnight flights in the Qsuite only, I accepted the offer. Unfortunately both flights were downgraded again, I was informed about the Bangkok to Doha sector 3 days ago, and about the Doha to Zurich sector just 6h before the departure of the flight.  I was up to now willing to pay more, since Qsuites are in high demand and rates were this time around €350 higher than other configuration. When I requested compensation for the previous flights, since I paid a premium for those Qsuite bookings too, I received 2 identical pre-written standard responses saying that they were not willing to compensate, not even with some Qmiles. I am really upset, since the Qsuites are promoted everywhere on the booking app, but what’s the point of booking a Qsuite if I don get it! One of the mentioned flights was my 100th on Qatar, about 70% in Business class, but it never happened that there was a aircraft change from an old configuration to Qsuite, only the other way round. On a lighter note, the flights were outstanding, esp. the Bangkok to Doha sector (QR839) with great food and service. I want to thank especially the wonderful and hard working Purser and her team. I can’t really recommend Qatar at this point, since the hardware problems are getting from bad to worse.",Boeing 787/A359,Business,Business Class,Bangkok to Zurich via Doha,July 2023,3/10,2.0,5.0,5.0,5.0,5.0,1,no
wait 5 hours for the next available flight,Ryan Furlong,Ireland,2023-07-26,Trip Verified,"Firstly, my flight from DUB to DOH was delayed for over 1.5 hours, causing me to miss my connecting flight to DXB. Upon arriving in DOH, I was informed that I would have to wait 5 hours for the next available flight. I sought reassurance that my luggage would be taken care of and transferred to the new flight. I was assured that it would be, but to my dismay, the new connection flight was also delayed by an hour, extending my layover to a 6 hours. I spent an additional 2 hours waiting in a queue to inquire about the whereabouts of my luggage, to discover that it had never left DOH. I was told it would be delivered to my accommodation by morning, yet to this day, it has not arrived, leaving me without essential items. The level of service has left me utterly disgusted.",,Solo Leisure,Economy Class,Dublin to Dubai via Doha,July 2023,1/10,1.0,1.0,1.0,,1.0,1,no
Qatar airways is the best airline,K Emeli,Nigeria,2023-07-26,Trip Verified,"Qatar airways is the best airline. As a passenger that requires special assistance, i was assisted in every good way possible. Coming to UK last year September was superb and going back to Nigeria was superb with their customer services. Hanna service at the check-in area was professional and top-notch with contagious smile on her smile. Staff neatly clothed with super smiles on there faces and always ready to assist. I will definitely use Qatar Airways. Thank You.",,Solo Leisure,Economy Class,London to Lagos via Doha,July 2023,9/10,5.0,5.0,5.0,5.0,5.0,5,yes
cheap and no-frill experience,S Leeson,United Kingdom,2023-07-21,Trip Verified,"We have been using Qatar Airways for over 10 years now without any issues. This time when we booked in their website we found Qatar using another airline called Indigo (cheap no-frill airline) for the Doha-Kochi route. We were absolutely shocked to see the service provided by both Qatar & Indigo. Quality of food has gone down in Qatar, no new entertainment / movies & Indigo Airlines was a disaster (no water provided, no screens for entertainment, rude staff etc).",,Family Leisure,Economy Class,London to Cochin via Doha,July 2023,1/10,3.0,1.0,1.0,1.0,1.0,1,no
best service provided,Edlin Anthony Ang,Philippines,2023-07-20,Trip Verified,"It's good to note that Qatar Airways open its check in counter 5 1/2 hours before departure! Good thing I went to NAIA cause I thought its going to rain and it might cause traffic! Started forming our lines at 5:30pm and counters open exactly 5:50pm fir the 11:20pm flight. Check in process was quiet slow, despite my Silver Status I left the counter at 6:40pm. Understandably only two counters were open since the other check in staff are assisting the 6:35pm departure. Anyway, though it was slow but OK since the clerk was super nice and offered me a complimentary lounge pass! The plane departed around 15 minutes later than published but was able to overcome and arrived earlier in Doha! Was a very smooth landing and the crew were all warm! Food served dinner and breakfast were both sumptuous and delicious! I was seated on a window seat and was quiet cramped because the guy beside me was humungous. Arrival in Doha was as expected very warm and pleasant, security check was fast and quick! A separate lounge for Silver members were provided, and was surprised of its huge size, very comfortable, good food, very clean comfort rooms! Went to the gate early as it was quiet far but thanks to the sky train, I was at my gate in seconds! Fortunately, I was upgraded to Business Class on the second leg of the journey! It was a very pleasant experience considering the 13 hours flight to Montreal! Everything went perfectly well! The very comfortable Q Suite, the award winning Catering and the Best Crew Services contributed to an overall pleasant experience! Thanks to Anna and Dale for taking care of me plus their very beautiful Supervisor which I wasn't able to get the name! Thank you Qatar Airways for the free upgrade and thank you for the best service provided!",Boeing 777-300,Solo Leisure,Economy Class,Manila to Montreal via Doha,July 2023,10/10,5.0,5.0,5.0,5.0,5.0,5,yes
IFE system did not work,W Parlumo,United States,2023-07-19,Trip Verified,"First time flying Qatar Airways and definitely the last time. Seats were great and staff was also great and that is the only positive thing about the flight. But the IFE system did not work on my flight. The Ground staff was bad in New York, but ok in Doha. Flight was delayed 30 mins because of technical issues without further information.",A350,Family Leisure,Business Class,New York to Doha,July 2023,1/10,4.0,4.0,1.0,1.0,4.0,1,no
Flights always on time,Petrus Smith,South Africa,2023-07-16,Trip Verified,"Thank you Qatar Airways Due to the nature of employment, I fly on regularly with long distance flights since 2000. During 2020 with the COVID outbreak, my then carrier of choice stopped flights to and from Johannesburg, South Africa. Qatar Airways was the first airline that resumed flights from South Africa and by times the flights were less than 10% full, but Qatar kept on flying and that bought my loyalty. In addition to the above, why do I continue with Qatar Airways? Flights always on time (very important for me!) ground and flight personnel professional and friendly, Doha transit very quick and efficient even with numerous flights disembarking, providing socks, eye masks and toothpaste kits for even Economy class, food and drinks served of good quality, and lastly - flight schedules work out perfect for me.",,Business,Premium Economy,Johannesburg to Baghdad via Doha,July 2023,10/10,4.0,5.0,4.0,4.0,5.0,5,yes
made me feel unwelcome,S Meed,South Africa,2023-07-16,Trip Verified,"Staff were unfriendly, did not smile and made me feel unwelcome. During service it looked unorganised and on our second flight it took 2.5hrs before a drink or meal was offered. Received a meal and saying thank you to the hostess who did not even acknowledge it. D0 not understand how they say the tomato juice is finished 2hrs into the 9hrs flight and they need to go see if business class has.  On our last flight they loaded us into a bus for departure in Doha. We had to stand in it for 30min at the gate before it moved anywhere and to top it off we had to board a hot plane sitting for 30min before taxing and any form of cold air.",,Family Leisure,Economy Class,Johannesburg to Bali via Doha,July 2023,2/10,2.0,1.0,3.0,4.0,1.0,3,no
Qatar Airways is the best way to go,Chipo Maenzanise,United Kingdom,2023-07-14,Trip Verified,"I would like to say a big Thank you to Qatar Airways cabin crew for a job well done on the 7 & 8th of July, You guys know what you are doing, I fell sick on the plane and you attended to me in a a Godly way, even the clinic staff I was taken to when we landed, I salute you all, may you all be blessed in special ways for me by God. Qatar Airways is the best way to go, and I would recommend it anytime to anyone...100 percent",,Solo Leisure,Economy Class,Harare to London via Doha,July 2023,8/10,4.0,5.0,3.0,5.0,4.0,4,yes
The seat was uncomfortable,S Haseet,India,2023-07-13,Trip Verified,The check-in was smooth and the crew was pleasant and the food was good. The seat was uncomfortable despite paying for a premium seat on the Doha-Chicago leg. The audio box intruding into the leg space makes a long flight very uncomfortable. The aircraft was clean but was not new. The choice of entertainment was not good especially the Bollywood section which was completely outdated. Qatar Airways crew did not seem to make any rounds with just water or juice. The inflight USB charger did not work on the Mumbai to Doha leg. The crew did not offer any alcoholic drinks without specifically asking for the same.,Boeing 777-300,Solo Leisure,Economy Class,Mumbai to Chicago via Doha,July 2023,2/10,2.0,3.0,5.0,3.0,3.0,1,no
stuck at the airport this whole time,T Mayle,United States,2023-07-12,Trip Verified,"Even after I made it to the original flight at final boarding time by running through the airport (due to Qatar Airways late flight), the staff had bounced everyone to the next flight. I asked whether they could accommodate me since I had still arrived by final boarding time but they still said I had to wait for the next flight. Later when I went to the next counter was I told the delay was a day, so I was stuck at the airport this whole time and they could not even accommodate me in one of their lounges. If I knew the delay would have been so long, I would have argued with the staff more at the check-in gate instead of being polite. After I filed a polite and formal complaint regarding what the airline could do for me, I got a nonsensical response and they could do nothing for me.",,Solo Leisure,Economy Class,Philadelphia to Doha,June 2023,1/10,1.0,1.0,,,1.0,1,no
